CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2025-12-12 01:59:48.3052353,E:\Windows\prefetch\RUNDLL32.EXE-2AFED5AA.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-2AFED5AA.pf,16626,6D4FA8CDAE96951D792325B9DE71D448A893DEF4,False,2002-03-31 14:56:33.6207444,2002-04-30 13:58:48.4149792,2002-04-18 22:31:12.4679280,00:00:00
2025-12-12 01:59:48.3178383,E:\Windows\prefetch\RUNDLL32.EXE-2BA6D881.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-2BA6D881.pf,39070,842D313C4B068A817A771D095BDD68F965A4FF14,False,2002-02-28 22:23:40.4184768,2002-02-28 22:23:40.4184768,2002-02-28 22:23:40.4184768,00:00:00.0126030
2025-12-12 01:59:48.3178383,E:\Windows\prefetch\RUNDLL32.EXE-2D21FCF1.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-2D21FCF1.pf,11758,2D3E2C7530365D94952E9EE8AC7B0B6C69541271,False,2002-03-01 14:51:44.9314640,2002-03-01 14:51:44.9314640,2002-03-01 14:51:44.9314640,00:00:00
2025-12-12 01:59:48.3178383,E:\Windows\prefetch\RUNDLL32.EXE-2E0C3B1A.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-2E0C3B1A.pf,20488,E7BF60B536CAAF8AD9EE365640C93406FB5B5FEC,False,2002-02-28 22:24:02.3500128,2002-02-28 22:24:02.3500128,2002-02-28 22:24:02.3500128,00:00:00
2025-12-12 01:59:48.3338511,E:\Windows\prefetch\RUNDLL32.EXE-31813762.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-31813762.pf,10624,7BA403D99A24F1297BA191CF746DBEDF062F5440,False,2002-03-31 14:45:14.3066530,2002-03-31 14:45:14.3166660,2002-03-31 14:45:14.3166660,00:00:00.0160128
2025-12-12 01:59:48.3338511,E:\Windows\prefetch\RUNDLL32.EXE-324F308E.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-324F308E.pf,11904,AABA01D8235B29C4061D1DD5EB45EAF1AB3CB3EE,False,2002-04-01 12:50:59.2477856,2002-04-01 12:50:59.2477856,2002-04-01 12:50:59.2477856,00:00:00
2025-12-12 01:59:48.3338511,E:\Windows\prefetch\RUNDLL32.EXE-32B7184F.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-32B7184F.pf,27636,589D386C8A3E7A42F5635EEC155942F5F25C92CD,False,2002-02-28 22:23:36.3225872,2002-02-28 22:23:36.3225872,2002-02-28 22:23:36.3225872,00:00:00
2025-12-12 01:59:48.3496963,E:\Windows\prefetch\RUNDLL32.EXE-345B2FB5.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-345B2FB5.pf,5752,0C1D3C6587291507360DDA4D20D249C148BA62D0,False,2002-02-28 22:23:22.7831184,2002-02-28 22:23:22.7831184,2002-02-28 22:23:22.7831184,00:00:00
2025-12-12 01:59:48.3496963,E:\Windows\prefetch\RUNDLL32.EXE-351EC734.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-351EC734.pf,19158,D822F06782558CE23205E37F681D21966D1BE451,False,2002-03-31 16:49:24.9109664,2002-03-31 16:49:24.9109664,2002-03-31 16:49:24.9109664,00:00:00
2025-12-12 01:59:48.3602987,E:\Windows\prefetch\RUNDLL32.EXE-3602C26C.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-3602C26C.pf,4714,AF11F96CCC0D7A67456E474F5BE8B247F2201F7D,False,2002-03-31 16:51:59.0325824,2002-05-14 17:07:41.6409152,2002-05-14 17:07:41.6409152,00:00:00
2025-12-12 01:59:48.3653916,E:\Windows\prefetch\RUNDLL32.EXE-400AFECE.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-400AFECE.pf,10348,DEF8B7C9D7AC49EA2F9AA92BAF1EC13D498A5C80,False,2002-02-28 22:22:45.4694640,2002-02-28 22:22:45.4694640,2002-02-28 22:22:45.4694640,00:00:00
2025-12-12 01:59:48.3653916,E:\Windows\prefetch\RUNDLL32.EXE-4010C4F2.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-4010C4F2.pf,28542,5A5259311283D2C3C2DA0352E5D2E03C48956F63,False,2002-02-28 22:22:54.8028848,2002-02-28 22:22:54.8028848,2002-02-28 22:22:54.8028848,00:00:00
2025-12-12 01:59:48.3653916,E:\Windows\prefetch\RUNDLL32.EXE-40B04B00.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-40B04B00.pf,12844,E8C85B7BAEE99CE5BA18C4B1C717AEF9E897FAC7,False,2002-03-01 14:51:25.0729088,2002-03-01 14:51:25.0729088,2002-03-01 14:51:25.0729088,00:00:00
2025-12-12 01:59:48.3851504,E:\Windows\prefetch\RUNDLL32.EXE-41E8A3A0.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-41E8A3A0.pf,9856,3F4F8BAC0BFA6EE90B6C31878784D7F2C0D177B7,False,2002-05-14 15:52:21.3392480,2002-05-14 15:52:21.3392480,2002-05-14 15:52:21.3392480,00:00:00.0028895
2025-12-12 01:59:48.3851504,E:\Windows\prefetch\RUNDLL32.EXE-451FC2C0.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-451FC2C0.pf,7204,2AE72F46A55BA9E245C4DE49EC727C4339FE4F8A,False,2002-03-01 14:52:29.7859616,2002-06-04 00:01:01.5343504,2002-06-04 00:01:01.5343504,00:00:00
2025-12-12 01:59:48.3969648,E:\Windows\prefetch\RUNDLL32.EXE-4808490C.pf,D:\Data\Target\E\Windows\prefetch\RUNDLL32.EXE-4808490C.pf,10890,3488C4B2FDE1888879E3770F1B919CCA157E9AB8,False,2002-05-14 15:51:23.7464336,2002-05-14 15:51:23.7464336,2002-05-14 15:51:23.7464336,00:00:00.0118144
2025-12-12 01:59:48.3997270,E:\Windows\prefetch\RUNONCE.EXE-2803F297.pf,D:\Data\Target\E\Windows\prefetch\RUNONCE.EXE-2803F297.pf,6728,3E7DE911443325B715EC6B99E2C204B3402875B0,False,2002-02-28 22:27:13.4748368,2002-06-05 00:06:07.8609008,2002-06-05 00:06:07.8609008,00:00:00
2025-12-12 01:59:48.3997270,E:\Windows\prefetch\SETUP.EXE-0F40F254.pf,D:\Data\Target\E\Windows\prefetch\SETUP.EXE-0F40F254.pf,9270,C73FA557CE0B8087FE1913DBD11B5BFF436E1D5B,False,2002-03-01 15:27:53.0891056,2002-03-01 15:27:53.0891056,2002-03-01 15:27:53.0891056,00:00:00
2025-12-12 01:59:48.4126904,E:\Windows\prefetch\SETUP.EXE-29389D07.pf,D:\Data\Target\E\Windows\prefetch\SETUP.EXE-29389D07.pf,9130,7C0ADE5C4CBFB832E9E05ED6349BD60C6782413C,False,2002-03-01 15:28:13.3882944,2002-03-01 15:28:13.4083232,2002-03-01 15:28:13.4083232,00:00:00
2025-12-12 01:59:48.4126904,E:\Windows\prefetch\SETUP32.EXE-2850BBD1.pf,D:\Data\Target\E\Windows\prefetch\SETUP32.EXE-2850BBD1.pf,17072,B9E21CC2B366A4ECBC324F1F500E0AA3430D1327,False,2002-03-01 14:52:45.3483392,2002-03-01 14:52:45.3483392,2002-03-01 14:52:45.3483392,00:00:00
2025-12-12 01:59:48.4126904,E:\Windows\prefetch\SETUP50.EXE-362FF7C9.pf,D:\Data\Target\E\Windows\prefetch\SETUP50.EXE-362FF7C9.pf,36596,2FF8672D4BF1F950A295461F6938E13C1291878B,False,2002-02-28 22:23:35.5514784,2002-02-28 22:23:40.8090384,2002-02-28 22:23:40.8090384,00:00:00
2025-12-12 01:59:48.4288393,E:\Windows\prefetch\SETUP70.EXE-11258520.pf,D:\Data\Target\E\Windows\prefetch\SETUP70.EXE-11258520.pf,21788,514391353657A979BDDF08B2D6C6979EA1977E78,False,2002-03-01 14:54:48.1048544,2002-03-01 15:07:42.7506784,2002-03-01 15:07:42.7506784,00:00:00
2025-12-12 01:59:48.4288393,E:\Windows\prefetch\SM3.EXE-01792FA3.pf,D:\Data\Target\E\Windows\prefetch\SM3.EXE-01792FA3.pf,5084,422E822DAD857FCDA8085A2DEDFC0648CBC5D49C,False,2002-03-01 15:25:57.1023248,2002-03-01 15:25:58.9950464,2002-03-01 15:25:58.9950464,00:00:00
2025-12-12 01:59:48.4288393,E:\Windows\prefetch\SVCHOST.EXE-3530F672.pf,D:\Data\Target\E\Windows\prefetch\SVCHOST.EXE-3530F672.pf,13522,55BED83A84C2F7E6F71C14A6AB3AEAC6F0724ABC,False,2002-02-28 22:06:56.9355392,2002-05-14 18:59:20.2436720,2002-05-14 18:59:20.2436720,00:00:00
2025-12-12 01:59:48.4445134,E:\Windows\prefetch\SW.EXE-1914CA5A.pf,D:\Data\Target\E\Windows\prefetch\SW.EXE-1914CA5A.pf,4138,626696FBCDD84BE4FEA565EEE0B5830310CF62FA,False,2002-03-01 15:26:38.3516384,2002-03-01 15:26:38.3916960,2002-03-01 15:26:38.3916960,00:00:00
2025-12-12 01:59:48.4445134,E:\Windows\prefetch\SYSOCMGR.EXE-31169C54.pf,D:\Data\Target\E\Windows\prefetch\SYSOCMGR.EXE-31169C54.pf,14780,29B91A5F5F6574AF958986C6FB50FD3FAE573585,False,2002-03-31 16:55:50.9360432,2002-05-14 18:44:39.0327456,2002-05-14 18:44:39.0327456,00:00:00
2025-12-12 01:59:48.4552947,E:\Windows\prefetch\TASKMGR.EXE-20256C55.pf,D:\Data\Target\E\Windows\prefetch\TASKMGR.EXE-20256C55.pf,16692,81C59E79B44D34F16976903A3779F35C7DCF7C2E,False,2002-04-18 14:36:06.9225520,2002-04-18 14:36:06.9225520,2002-04-18 14:36:06.9225520,00:00:00
2025-12-12 01:59:48.4605017,E:\Windows\prefetch\TMP1.TMP-2E25E715.pf,D:\Data\Target\E\Windows\prefetch\TMP1.TMP-2E25E715.pf,10290,E7C5CE16F173371A39B6A2D5E951DCA711D6A4F5,False,2002-03-01 15:09:17.1564272,2002-03-01 15:09:17.1764560,2002-03-01 15:09:17.1764560,00:00:00
2025-12-12 01:59:48.4605017,E:\Windows\prefetch\TOURSTART.EXE-0D0140ED.pf,D:\Data\Target\E\Windows\prefetch\TOURSTART.EXE-0D0140ED.pf,10878,BC869637447D62F3411A20039D010055344A6BB6,False,2002-02-28 22:30:55.6543152,2002-05-14 18:03:55.6293040,2002-05-14 18:03:55.6293040,00:00:00
2025-12-12 01:59:48.4762226,E:\Windows\prefetch\TRAINMAN.EXE-0B98FFE1.pf,D:\Data\Target\E\Windows\prefetch\TRAINMAN.EXE-0B98FFE1.pf,7524,11067D52A018D759C6ED77F686678AF2BA334115,False,2002-04-01 12:48:59.7659792,2002-04-01 12:48:59.7659792,2002-04-01 12:48:59.7659792,00:00:00.0157209
2025-12-12 01:59:48.4762226,E:\Windows\prefetch\UNREGMP2.EXE-07CACB61.pf,D:\Data\Target\E\Windows\prefetch\UNREGMP2.EXE-07CACB61.pf,21956,46630DA868CF9B173889A0A8B53EF7EE39C68439,False,2002-02-28 22:22:54.6626832,2002-02-28 22:23:40.2582464,2002-02-28 22:23:40.2582464,00:00:00
2025-12-12 01:59:48.4762226,E:\Windows\prefetch\UPDATE.EXE-0C3446CF.pf,D:\Data\Target\E\Windows\prefetch\UPDATE.EXE-0C3446CF.pf,38102,43AACB1C432CF4560AE1C67109F44DF70EBE1406,False,2002-03-31 16:50:44.4853888,2002-03-31 16:50:44.4853888,2002-03-31 16:50:44.4853888,00:00:00
2025-12-12 01:59:48.4943437,E:\Windows\prefetch\UPDATE.EXE-0DF9D715.pf,D:\Data\Target\E\Windows\prefetch\UPDATE.EXE-0DF9D715.pf,40228,7DFCE310AA24486E74161A221886083F92E5F5BA,False,2002-03-31 16:50:24.8171072,2002-03-31 16:50:24.8171072,2002-03-31 16:50:24.8171072,00:00:00.0181211
2025-12-12 01:59:48.4970528,E:\Windows\prefetch\UPDATE.EXE-119AF007.pf,D:\Data\Target\E\Windows\prefetch\UPDATE.EXE-119AF007.pf,42462,4725B9CBB6B1C6C1BD602B50E9DBF13264D52601,False,2002-03-31 16:52:26.3919232,2002-03-31 16:52:26.3919232,2002-03-31 16:52:26.3919232,00:00:00
2025-12-12 01:59:48.4970528,E:\Windows\prefetch\UPDATE.EXE-1A584D34.pf,D:\Data\Target\E\Windows\prefetch\UPDATE.EXE-1A584D34.pf,16036,9A4C0412E7427DD1B0E336A096665F23041273C0,False,2002-03-31 16:48:03.0532608,2002-03-31 16:48:03.0532608,2002-03-31 16:48:03.0532608,00:00:00
2025-12-12 01:59:48.5078091,E:\Windows\prefetch\UPDATE.EXE-1F14818D.pf,D:\Data\Target\E\Windows\prefetch\UPDATE.EXE-1F14818D.pf,39924,35A428B02EF04F0212290BC9452A4ECB704F7A4F,False,2002-03-31 16:51:27.4972368,2002-03-31 16:51:27.5072512,2002-03-31 16:51:27.5072512,00:00:00
2025-12-12 01:59:48.5078091,E:\Windows\prefetch\UPDATE.EXE-26E76F02.pf,D:\Data\Target\E\Windows\prefetch\UPDATE.EXE-26E76F02.pf,38164,A79C04D2373B8467E7E10B788CBDE4151A9DF68F,False,2002-03-31 16:52:02.6377664,2002-03-31 16:52:02.6377664,2002-03-31 16:52:02.6377664,00:00:00
2025-12-12 01:59:48.5237141,E:\Windows\prefetch\UPDATE.EXE-27C47981.pf,D:\Data\Target\E\Windows\prefetch\UPDATE.EXE-27C47981.pf,16142,C053B7582978153E66DDBB016072FCE7009A15CA,False,2002-03-31 16:50:07.3519936,2002-03-31 16:50:07.3519936,2002-03-31 16:50:07.3519936,00:00:00.0159050
2025-12-12 01:59:48.5237141,E:\Windows\prefetch\UPDATE.EXE-2A8398A2.pf,D:\Data\Target\E\Windows\prefetch\UPDATE.EXE-2A8398A2.pf,40318,E819440143AC4FBC3D70F0087D958CE644955190,False,2002-03-31 16:51:03.5227632,2002-03-31 16:51:03.5227632,2002-03-31 16:51:03.5227632,00:00:00
2025-12-12 01:59:48.5237141,E:\Windows\prefetch\USERINIT.EXE-30B18140.pf,D:\Data\Target\E\Windows\prefetch\USERINIT.EXE-30B18140.pf,8232,D2E185221CD9EB9D0FF49AEE20F01689B06D921C,False,2002-02-28 22:22:42.7155040,2002-03-31 14:05:14.8162816,2002-03-31 14:05:14.8162816,00:00:00
2025-12-12 01:59:48.5406434,E:\Windows\prefetch\VBS56NEN.EXE-018C72AD.pf,D:\Data\Target\E\Windows\prefetch\VBS56NEN.EXE-018C72AD.pf,37744,4B500979462BFCCC9A14F68AF51DDA3D222D61A5,False,2002-03-31 16:49:15.0467824,2002-03-31 16:49:15.0668112,2002-03-31 16:49:15.0668112,00:00:00.0042608
2025-12-12 01:59:48.5406434,E:\Windows\prefetch\VERINST.EXE-0DD8AF42.pf,D:\Data\Target\E\Windows\prefetch\VERINST.EXE-0DD8AF42.pf,3046,CE11DC84D30C129E71E9A5EE5BDDF4CB99FEF8D0,False,2002-03-31 16:50:00.7825472,2002-03-31 16:50:00.7825472,2002-03-31 16:50:00.7825472,00:00:00
2025-12-12 01:59:48.5406434,E:\Windows\prefetch\VIEWPOINT.EXE-290C7B88.pf,D:\Data\Target\E\Windows\prefetch\VIEWPOINT.EXE-290C7B88.pf,15002,53914E0A41877EE4F32D36B6C44ADDD7E9CCD2D8,False,2002-03-01 15:10:48.0270928,2002-03-01 15:10:48.0270928,2002-03-01 15:10:48.0270928,00:00:00
2025-12-12 01:59:48.5552611,E:\Windows\prefetch\WANMPSVC.EXE-079295ED.pf,D:\Data\Target\E\Windows\prefetch\WANMPSVC.EXE-079295ED.pf,13178,7993EA7F6EF99DA46E76D62F155A29E053082FB4,False,2002-03-01 15:12:20.6302496,2002-05-14 18:59:20.2637008,2002-05-14 18:59:20.2637008,00:00:00.0146177
2025-12-12 01:59:48.5608302,E:\Windows\prefetch\WAOL.EXE-36CEFFAA.pf,D:\Data\Target\E\Windows\prefetch\WAOL.EXE-36CEFFAA.pf,77954,DDA089B0383EBC48A384AFC5084AC4241E485ED2,False,2002-03-01 15:12:05.0077856,2002-06-05 00:08:14.0523552,2002-06-05 00:08:14.0523552,00:00:00
2025-12-12 01:59:48.5662569,E:\Windows\prefetch\WMAUDI~1.EXE-187211FF.pf,D:\Data\Target\E\Windows\prefetch\WMAUDI~1.EXE-187211FF.pf,14630,0DC6B6778B7C10C9D0A7892960D0FD43A4D19E89,False,2002-03-01 15:10:22.1198400,2002-03-01 15:10:22.1198400,2002-03-01 15:10:22.1198400,00:00:00
2025-12-12 01:59:48.5712982,E:\Windows\prefetch\WMIADAP.EXE-2DF425B2.pf,D:\Data\Target\E\Windows\prefetch\WMIADAP.EXE-2DF425B2.pf,13504,ACFF114FF7247B5EABA34E6237F3221540DD2AE1,False,2002-02-28 22:08:36.1181568,2002-05-14 17:55:16.2442832,2002-05-14 17:55:16.2442832,00:00:00
2025-12-12 01:59:48.5712982,E:\Windows\prefetch\WMIPRVSE.EXE-28F301A9.pf,D:\Data\Target\E\Windows\prefetch\WMIPRVSE.EXE-28F301A9.pf,32144,DC9C9DA8CB5BBEFE00D0415D213CB0735C0DBB8C,False,2002-02-28 22:08:17.5815024,2002-06-05 00:05:45.2884432,2002-06-05 00:05:45.2884432,00:00:00
2025-12-12 01:59:48.5873505,E:\Windows\prefetch\WORDPAD.EXE-24533991.pf,D:\Data\Target\E\Windows\prefetch\WORDPAD.EXE-24533991.pf,13550,73DA14E6CC1BF3B8880B2C5FBE7DB2FB56B0C928,False,2002-04-01 12:51:05.1763104,2002-04-01 12:51:05.1763104,2002-04-01 12:51:05.1763104,00:00:00.0160523
2025-12-12 01:59:48.5873505,E:\Windows\prefetch\WPABALN.EXE-18F87702.pf,D:\Data\Target\E\Windows\prefetch\WPABALN.EXE-18F87702.pf,9200,DEB0089A1D6656CF328829A57F65B6E72BDCD011,False,2002-02-28 22:24:42.6479584,2002-03-01 15:38:14.7734224,2002-03-01 15:38:14.7734224,00:00:00
2025-12-12 01:59:48.5873505,E:\Windows\prefetch\WUAUCLT.EXE-399A8E72.pf,D:\Data\Target\E\Windows\prefetch\WUAUCLT.EXE-399A8E72.pf,22686,39C6727AE18DB7C37EEB4786E227841C818C83B3,False,2002-03-31 14:13:12.9834880,2002-06-03 15:50:10.9973360,2002-06-03 15:50:10.9973360,00:00:00
2025-12-12 01:59:48.6076081,E:\Windows\prefetch\YAHOO!_MESSENGER_INSTALL.EXE-1B57E2AA.pf,D:\Data\Target\E\Windows\prefetch\YAHOO!_MESSENGER_INSTALL.EXE-1B57E2AA.pf,5024,1C1C96E36358BB5ACC335A51AB81FEBAF65C5C5F,False,2002-05-14 16:12:22.9592289,2002-05-14 16:12:22.9692433,2002-05-14 16:12:22.9692433,00:00:00.0044325
2025-12-12 01:59:48.6148209,E:\Windows\prefetch\ZCLIENTM.EXE-25C31104.pf,D:\Data\Target\E\Windows\prefetch\ZCLIENTM.EXE-25C31104.pf,9216,F862C8C20026F9249590CC282E6457541C13F936,False,2002-04-01 12:43:40.7472528,2002-04-01 12:43:40.7572672,2002-04-01 12:43:40.7572672,00:00:00.0054768
2025-12-12 01:59:48.6188946,E:\Windows\prefetch\_INS5176._MP-23834F0A.pf,D:\Data\Target\E\Windows\prefetch\_INS5176._MP-23834F0A.pf,11238,B5FEDEC2D6D21208B3B38938DA6F8C9D1810315A,False,2002-03-01 15:28:21.9005344,2002-03-01 15:28:21.9506064,2002-03-01 15:28:21.9506064,00:00:00.0040737
2025-12-12 01:59:48.6188946,E:\Windows\prefetch\_WMANSCP.EXE-3519E06A.pf,D:\Data\Target\E\Windows\prefetch\_WMANSCP.EXE-3519E06A.pf,4694,E5FF074D546021CF8D321010D66FA3EC7C14DA51,False,2002-03-01 15:10:12.7964336,2002-03-01 15:10:12.7964336,2002-03-01 15:10:12.7964336,00:00:00
2025-12-12 01:59:48.6611513,E:\Documents and Settings\Bob Hunter\Recent\0409.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\0409.lnk,657,8B1B84CD0E3F88EEF4642C03BE9D96FE1A437F1B,False,2002-06-04 23:54:07.0744608,2002-06-04 23:54:07.0744608,2002-06-04 23:54:07.0744608,00:00:00.0102320
2025-12-12 01:59:48.6669041,E:\Documents and Settings\Bob Hunter\Recent\101-0174_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\101-0174_IMG.JPG.lnk,1029,CFC6038B96A7A9DF0995E5BFFAAC9D14054F4158,False,2002-06-03 22:45:52.2503184,2002-06-03 23:19:57.9118352,2002-06-03 23:19:57.9118352,00:00:00
2025-12-12 01:59:48.7010086,E:\Documents and Settings\Bob Hunter\Recent\101-0184_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\101-0184_IMG.JPG.lnk,1043,FF019BB31F23D38FDEA1B3145E3D53605071300E,False,2002-06-03 23:25:22.8390576,2002-06-03 23:25:22.8490720,2002-06-03 23:25:22.8490720,00:00:00.0181463
2025-12-12 01:59:48.7147271,E:\Documents and Settings\Bob Hunter\Recent\102-0214_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\102-0214_IMG.JPG.lnk,871,F41ABDE9CCD02FD0F1A2907B9419C5F62669875F,False,2002-06-03 22:25:19.8682400,2002-06-03 22:25:19.8782544,2002-06-03 22:25:19.8782544,00:00:00
2025-12-12 01:59:48.7323827,E:\Documents and Settings\Bob Hunter\Recent\103-0305_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\103-0305_IMG.JPG.lnk,1029,979965721447B36DF308C8CA6344B7FFEF562EA0,False,2002-06-04 23:45:39.0940208,2002-06-04 23:45:39.1040352,2002-06-04 23:45:39.1040352,00:00:00
2025-12-12 01:59:48.7611264,E:\Documents and Settings\Bob Hunter\Recent\103-0330_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\103-0330_IMG.JPG.lnk,1071,E6CEAAF8251538FC3243DE87D39756BA79760ED0,False,2002-06-03 23:55:43.4669920,2002-06-03 23:55:43.4770064,2002-06-03 23:55:43.4770064,00:00:00.0151437
2025-12-12 01:59:48.7770849,E:\Documents and Settings\Bob Hunter\Recent\103-0356_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\103-0356_IMG.JPG.lnk,563,47CF1D126A3111776E1BAA7D71FD9DC20902AF66,False,2002-06-03 21:22:13.6539312,2002-06-03 21:22:13.7140176,2002-06-03 21:22:13.7140176,00:00:00
2025-12-12 01:59:48.8085680,E:\Documents and Settings\Bob Hunter\Recent\103-0356_IMG.zip.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\103-0356_IMG.zip.lnk,533,173CFA78EDD027797DF8CA8B513C164D38B1B4C7,False,2002-06-03 21:24:10.7422960,2002-06-03 21:24:10.7923680,2002-06-03 21:24:10.7923680,00:00:00
2025-12-12 01:59:48.8245486,E:\Documents and Settings\Bob Hunter\Recent\103-0357_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\103-0357_IMG.JPG.lnk,1029,8C5FB958C881D64D0DB05588CF4C270D2B3D084E,False,2002-06-04 23:46:08.6365008,2002-06-04 23:46:08.6465152,2002-06-04 23:46:08.6465152,00:00:00
2025-12-12 01:59:48.8444966,E:\Documents and Settings\Bob Hunter\Recent\103-0365_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\103-0365_IMG.JPG.lnk,1085,CB7602DD29EA4C49D6C42A51AA24A96F655D2A79,False,2002-06-04 23:34:31.0834688,2002-06-04 23:34:31.1836128,2002-06-04 23:34:31.1836128,00:00:00
2025-12-12 01:59:48.8727469,E:\Documents and Settings\Bob Hunter\Recent\103-0396_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\103-0396_IMG.JPG.lnk,1043,EC5257BD6CA89CE43FCD7756396F4020C99826B5,False,2002-06-03 23:16:57.0217280,2002-06-03 23:16:57.0718000,2002-06-03 23:16:57.0718000,00:00:00.0117030
2025-12-12 01:59:48.8901599,E:\Documents and Settings\Bob Hunter\Recent\104-0411_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\104-0411_IMG.JPG.lnk,1144,BCEEBC9FC8664F89CF8B1C3BF94E2CBBB6782EB3,False,2002-06-03 22:23:38.5425408,2002-06-03 22:23:38.5525552,2002-06-03 22:23:38.5525552,00:00:00.0012755
2025-12-12 01:59:48.9050028,E:\Documents and Settings\Bob Hunter\Recent\104-0428_IMG.JPG.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\104-0428_IMG.JPG.lnk,1144,56CBF3765773C8CD9392463673082411A232C61E,False,2002-06-03 22:22:47.4991440,2002-06-03 22:22:47.5191728,2002-06-03 22:22:47.5191728,00:00:00
2025-12-12 01:59:48.9371611,E:\Documents and Settings\Bob Hunter\Recent\Banking Information.txt.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Banking Information.txt.lnk,528,E54AA27B2EC9CFC3B16D53CB9175BF6798ED8AD5,False,2002-06-03 21:09:09.0457200,2002-06-03 21:09:09.0657488,2002-06-03 21:09:09.0657488,00:00:00.0160430
2025-12-12 01:59:48.9609433,E:\Documents and Settings\Bob Hunter\Recent\BILLY (C).lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\BILLY (C).lnk,184,5904C92A4D05C754E490770E460B4F8215314E0A,False,2002-06-03 20:05:20.7008304,2002-06-03 20:05:20.7509024,2002-06-03 20:05:20.7509024,00:00:00.0077912
2025-12-12 01:59:48.9873477,E:\Documents and Settings\Bob Hunter\Recent\Chaser1191.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Chaser1191.lnk,536,78DA78438E75B3067FD740C9B9620F29AEA72AFD,False,2002-05-14 16:21:26.1302705,2002-05-14 17:05:50.2807872,2002-05-14 17:05:50.2807872,00:00:00.0182970
2025-12-12 01:59:49.0007238,E:\Documents and Settings\Bob Hunter\Recent\Christina Detsiwt.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Christina Detsiwt.lnk,724,6654D2CC7A86CC6CCAF1B00C380BC662B921A1DC,False,2002-06-03 23:16:57.1419008,2002-06-03 23:25:22.9291872,2002-06-03 23:25:22.9291872,00:00:00
2025-12-12 01:59:49.0272754,E:\Documents and Settings\Bob Hunter\Recent\CURREX~1.zip.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\CURREX~1.zip.lnk,785,E4C9F064C24004F1D6F09B19D56E206D9FD50914,False,2002-05-14 17:26:24.5155296,2002-05-14 17:26:24.5255440,2002-05-14 17:26:24.5255440,00:00:00.0062065
2025-12-12 01:59:49.0405375,E:\Documents and Settings\Bob Hunter\Recent\Desktop.ini,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Desktop.ini,150,2D14B16C7CF085D11A2EFCE62BACC782C6A9D6F9,False,2002-02-28 22:23:56.7219200,2002-02-28 22:23:56.7619776,2002-06-05 00:46:23.8147840,00:00:00.0080923
2025-12-12 01:59:49.0679620,E:\Documents and Settings\Bob Hunter\Recent\download.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\download.lnk,670,D33E4B35637B7EB42E20F032F568A6C316DE7027,False,2002-05-14 17:10:49.5911744,2002-06-05 00:24:33.5306880,2002-06-05 00:24:33.5306880,00:00:00.0067643
